id_pedido,fecha,id_cliente,edad_cliente,categoria_producto,canal_venta,region,metodo_pago,precio_unitario,cantidad,descuento_pct,dias_entrega,rating,devuelto,monto_total
PED-13217,2024-03-23,2135,38.0,BELLEZA,Web,gba,Tarjeta de crédito,15754.91,2,0,3.0,4.0,0,31509.82
PED-13121,2024-01-12,2551,32.0,Belleza,Web,Santa Fe,Tarjeta de crédito,9680.45,1,20,2.0,,0,7744.36
PED-10943,2025-06-06,1278,36.0,Indumentaria,Web,Córdoba,MercadoPago,26625.02,1,10,3.0,5.0,1,23962.52
PED-10638,2024-12-15,1201,27.0,Indumentaria,Marketplace,CABA,Efectivo,32569.38,2,0,4.0,4.0,0,65138.76
PED-10437,2025-06-02,1755,21.0, Belleza ,Web,GBA,Transferencia,2131.58,1,0,4.0,2.0,0,2131.58
PED-13183,2024-04-17,1479,42.0,Indumentaria,App,Mendoza,Tarjeta de crédito,15367.24,1,0,3.0,4.0,1,15367.24
PED-14017,2024-02-13,1555,0.0,Indumentaria,Web,Santa Fe,Tarjeta de crédito,19207.95,2,0,5.0,4.0,0,38415.9
PED-14723,2025-03-04,1709,36.0,Indumentaria,marketplace,CABA,tarjeta de débito,37360.48,1,0,4.0,5.0,0,37360.48
PED-14178,2024-02-03,2625,36.0,Deportes,Web,GBA,MercadoPago,47887.23,1,0,6.0,2.0,0,47887.23
PED-12911,2024-01-08,1434,38.0,juguetes,Web,caba,MERCADOPAGO,13440.93,1,0,1.0,5.0,0,13440.93
PED-12365,2024-10-09,1847,18.0,Indumentaria,App,Otras,Tarjeta de crédito,17010.33,2,0,4.0,4.0,0,34020.66
PED-12854,18/02/2024,2653,36.0,Belleza,App,CABA,Efectivo,15437.65,3,25,3.0,5.0,0,34734.71
PED-10027,2025-04-19,1342,0.0, Electrónica ,App,GBA,Transferencia,166607.55,1,0,7.0,5.0,0,166607.55
PED-10296,2024-05-04,2067,36.0,Hogar,App,Santa Fe,Tarjeta de crédito,2399.56,1,0,1.0,5.0,0,2399.56
PED-14911,2024-08-23,2088,29.0,Belleza,App, CABA ,Tarjeta de crédito,18978.88,1,0,5.0,4.0,0,18978.88
PED-12946,2024-04-25,2721,28.0,Belleza,App,,Efectivo,12780.41,4,5,7.0,,0,48565.56
PED-12024,2024-02-07,1223,,Deportes,Web,GBA,Tarjeta de crédito,45390.42,1,0,1.0,2.0,0,45390.42
PED-11000,2024-01-11,1122,65.0,Juguetes,Web,GBA,mercadopago,11963.47,1,0,6.0,1.0,0,11963.47
PED-12303,2025-04-09,1727,25.0,hogar,web,GBA,MercadoPago,30823.62,1,25,3.0,5.0,0,0.0
PED-14780,2024-10-24,1977,18.0,Juguetes,App,GBA,Tarjeta de débito,1546.46,1,0,3.0,3.0,0,1546.46
PED-11191,2024-08-11,1546,45.0,Deportes,Web,otras,Tarjeta de débito,26412.41,1,15,8.0,,0,22450.55
PED-12607,2024-06-11,1003,49.0,Deportes,Web,CABA,MercadoPago,39848.22,1,0,2.0,,0,39848.22
PED-10440,2024-06-18,1292,50.0,Electrónica,Web,Córdoba,,253357.94,4,0,5.0,5.0,0,1013431.76
PED-12235,2024-08-13,2309,26.0,hogar,app,GBA,Tarjeta de crédito,41613.07,2,0,1.0,,0,83226.14
PED-13838,2025-05-20,1687,27.0,INDUMENTARIA,Marketplace, CABA ,Tarjeta de débito,23730.73,1,0,5.0,,0,23730.73
PED-11209,2024-12-21,2031,66.0,Deportes,Web,Santa Fe,Tarjeta de crédito,43900.1,3,0,1.0,5.0,0,131700.3
PED-10053,2025-01-22,2380,37.0,Juguetes,Marketplace,caba,Tarjeta de débito,9170.26,1,0,4.0,5.0,0,9170.26
PED-13647,20/09/2024,2228,46.0,Deportes,App,GBA,Tarjeta de crédito,17703.75,2,0,7.0,5.0,0,35407.5
PED-10403,2024-06-25,2126,28.0, Hogar ,Web,gba,Efectivo,58417.42,1,10,7.0,4.0,0,52575.68
PED-13733,2025-03-19,1155,18.0,Indumentaria,App,GBA, Tarjeta de crédito ,41672.6,1,0,7.0,5.0,0,41672.6
PED-11368,13/11/2024,1985,45.0,Electrónica,MARKETPLACE,GBA,Tarjeta de débito,208644.38,1,0,3.0,4.0,0,208644.38
PED-10668,2024-09-29,2331,45.0,Indumentaria,Web,Córdoba,MercadoPago,27205.03,1,15,7.0,5.0,0,23124.28
PED-11085,2024-12-29,2071,20.0,Indumentaria,App,GBA,tarjeta de crédito,19853.66,1,0,3.0,4.0,0,19853.66
PED-13118,2025-04-08,2006,18.0,Indumentaria,Web,Otras,Tarjeta de crédito,30682.62,1,15,3.0,5.0,0,26080.23
PED-11074,2025-03-18,1356,46.0, Indumentaria ,marketplace,Otras,Tarjeta de débito,22815.91,2,0,4.0,5.0,1,45631.82
PED-13090,2024-11-10,2166,34.0,DEPORTES,WEB,mendoza,Tarjeta de débito,40613.54,1,0,5.0,3.0,0,40613.54
PED-10345,2024-10-15,1869,35.0,Indumentaria,Web,Otras,MercadoPago,10541.39,1,25,6.0,4.0,0,7906.04
PED-12144,2024-04-21,1141,18.0,belleza, Marketplace ,CABA,Tarjeta de débito,4718.26,2,0,6.0,,0,9436.52
PED-12033,2025-05-29,1732,43.0,Belleza,Web,Santa Fe,TARJETA DE CRÉDITO,11823.63,1,0,1.0,5.0,0,11823.63
PED-10182,2025-05-03,2388,52.0,Hogar,Web,CABA,Transferencia,31301.0,2,5,6.0,5.0,0,59471.9
PED-14355,2024-07-30,1954,56.0,Indumentaria,App,OTRAS,Efectivo,31298.93,1,0,7.0,5.0,0,31298.93
PED-13654,2024-03-04,2307,49.0,Electrónica,App, CABA ,Efectivo,64241.72,1,5,3.0,4.0,0,61029.63
PED-10851,2024-04-26,1325,38.0,HOGAR,App,CABA,Transferencia,44088.61,1,0,5.0,3.0,0,44088.61
PED-13491,2024-08-24,1277,50.0,deportes,web,CABA,Tarjeta de crédito,47819.88,1,0,5.0,1.0,0,47819.88
PED-11047,2024-08-03,1338,18.0,Belleza,Web,córdoba,Tarjeta de crédito,8857.26,1,0,3.0,5.0,0,8857.26
PED-14570,23/06/2024,2409,38.0,Hogar,WEB,CABA,Tarjeta de crédito,37275.4,1,0,4.0,4.0,0,37275.4
PED-10174,2024-11-21,1825,34.0, Belleza ,App,GBA,Tarjeta de crédito,13241.76,2,0,5.0,5.0,0,26483.52
PED-13531,2025-05-18,1701,18.0,HOGAR,web,CABA,Tarjeta de crédito,49566.17,2,15,9.0,4.0,0,84262.49
PED-11912,2024-06-17,1387,58.0,deportes,App,Córdoba,Tarjeta de crédito,34580.86,1,0,3.0,2.0,1,34580.86
PED-14480,2024-10-30,2319,34.0,Belleza,Web,CABA,tarjeta de crédito,13361.01,2,0,1.0,4.0,0,26722.02
PED-14172,2024-06-12,2392,,INDUMENTARIA,Marketplace,Santa Fe,Tarjeta de débito,22881.04,1,0,5.0,5.0,0,22881.04
PED-13126,2025-02-04,2498,51.0,Electrónica,Web,Santa Fe,TRANSFERENCIA,250320.58,1,5,6.0,4.0,0,237804.55
PED-13484,2024-09-25,2315,62.0,INDUMENTARIA, App ,mendoza,EFECTIVO,21642.27,1,0,7.0,5.0,0,21642.27
PED-14395,2024-12-24,1315,,ELECTRÓNICA,Marketplace,caba,Tarjeta de débito,74157.65,1,5,1.0,5.0,0,70449.77
PED-14264,2024-11-17,1699,48.0,Belleza,App,CABA, Tarjeta de débito ,12961.78,4,0,5.0,5.0,0,51847.12
PED-13233,2024-09-27,2200,54.0, Juguetes ,App,GBA, MercadoPago ,17218.98,1,0,,4.0,0,17218.98
PED-11299,2024-09-27,1797,34.0,Electrónica,App,Santa Fe,MercadoPago,172242.75,1,0,5.0,,0,172242.75
PED-14322,2024-10-13,2292,35.0, Belleza ,App,Otras,Tarjeta de débito,10512.94,2,0,7.0,2.0,0,21025.88
PED-13841,2025-01-24,1377,33.0,Hogar,App,Otras,MercadoPago,44367.96,1,0,2.0,5.0,0,44367.96
PED-14526,2025-06-06,1362,32.0,Deportes,APP,GBA,MERCADOPAGO,22038.47,1,0,7.0,,0,22038.47
PED-11629,2024-01-26,1633,47.0,Electrónica,Web,Santa Fe,Efectivo,119299.56,1,0,6.0,,0,119299.56
PED-13127,2024-04-06,1730,33.0,BELLEZA,App,GBA,Tarjeta de débito,15117.01,1,0,,4.0,0,15117.01
PED-12764,2024-08-22,1637,,electrónica,APP,,Tarjeta de débito,126415.8,2,15,4.0,4.0,0,214906.86
PED-11051,2025-01-08,2623,19.0,Hogar,APP,GBA,Tarjeta de crédito,26328.05,2,25,4.0,5.0,0,39492.07
PED-12861,05/01/2024,1590,25.0,Hogar,Web,GBA,Tarjeta de crédito,43198.94,1,0,5.0,4.0,0,43198.94
PED-12812,2025-03-31,1242,33.0,Hogar,App,Santa Fe,Efectivo,26069.37,3,0,4.0,3.0,0,78208.11
PED-10319,2025-01-27,2479,57.0,Deportes, Web ,Santa Fe,Tarjeta de débito,51707.78,2,5,7.0,3.0,0,98244.78
PED-11453,2025-04-04,2611,63.0,Hogar,Marketplace,córdoba,Tarjeta de débito,78332.23,1,10,5.0,4.0,0,70499.01
PED-14419,2025-06-21,2408,33.0, Hogar ,web,Córdoba,Tarjeta de crédito,50249.99,1,0,6.0,3.0,0,50249.99
PED-10904,2025-04-02,1746,45.0,Electrónica,Web,CABA,Tarjeta de débito,285582.88,2,15,4.0,1.0,1,485490.9
PED-12449,20/10/2024,1690,21.0,Hogar,web,CABA,Transferencia,58623.47,1,0,4.0,2.0,0,58623.47
PED-10421,2024-05-23,1784,22.0,Deportes,Web,Córdoba,MercadoPago,34433.75,1,0,7.0,4.0,0,34433.75
PED-14476,2024-01-31,1011,44.0,Hogar,Web,córdoba,Transferencia,37734.38,1,0,5.0,5.0,0,37734.38
PED-13148,2024-05-07,1859,44.0,Electrónica,APP,Córdoba,Tarjeta de débito,133885.44,1,5,3.0,4.0,0,127191.17
PED-12163,2024-07-31,1257,, Indumentaria ,app,Córdoba,Tarjeta de débito,23419.84,4,0,5.0,5.0,1,93679.36
PED-10051,2024-07-24,2158,30.0,Hogar,Web,CABA,Tarjeta de crédito,40404.8,2,0,3.0,5.0,0,80809.6
PED-13615,2025-06-15,1965,33.0,Indumentaria,Web,GBA,Tarjeta de débito,28899.53,1,0,10.0,5.0,0,28899.53
PED-10071,2025-01-14,1664,50.0,Deportes,Web,Mendoza,Transferencia,62596.52,2,5,2.0,2.0,0,118933.39
PED-13050,2025-05-03,2619,28.0,Juguetes,web,Otras,Tarjeta de crédito,17885.25,1,0,2.0,5.0,0,17885.25
PED-12606,2024-10-29,2558,31.0,Belleza,web,SANTA FE,Tarjeta de débito,10025.3,1,0,2.0,5.0,0,10025.3
PED-12964,2024-10-08,1043,67.0,DEPORTES,WEB,GBA,transferencia,23532.27,1,5,7.0,5.0,0,22355.66
PED-14740,2024-01-21,2363,31.0,BELLEZA,Web,Otras,Tarjeta de crédito,10683.55,2,15,4.0,5.0,0,18162.04
PED-12406,2025-03-28,2579,43.0,Hogar,App,Córdoba,tarjeta de débito,27214.06,2,25,7.0,4.0,0,40821.09
PED-13063,2025-02-21,1338,20.0,Deportes,Web,GBA,Tarjeta de crédito,16653.94,1,0,7.0,4.0,0,16653.94
PED-10060,20/07/2024,1998,33.0,Deportes,WEB,córdoba,Efectivo,41019.56,2,10,9.0,5.0,0,73835.21
PED-11045,12/01/2024,2235,39.0,Electrónica,,GBA,Tarjeta de débito,166717.41,1,0,4.0,5.0,0,166717.41
PED-10195,2024-02-06,2134,18.0,Belleza,WEB, Mendoza ,Efectivo,10845.93,2,0,5.0,4.0,1,21691.86
PED-14799,2025-05-07,2630,,Electrónica,Web,CABA,Tarjeta de débito,221429.47,2,10,8.0,5.0,1,398573.05
PED-12751,2024-09-19,2170,37.0,Electrónica,Marketplace,GBA,TARJETA DE DÉBITO,204469.13,2,0,8.0,,0,408938.26
PED-12187,2024-03-12,2319,55.0,INDUMENTARIA,Marketplace,GBA,tarjeta de crédito,10996.09,1,0,4.0,,0,10996.09
PED-11772,2024-04-26,2495,,JUGUETES,Marketplace, Córdoba ,Tarjeta de crédito,19368.01,1,0,1.0,4.0,0,19368.01
PED-10567,2024-09-06,1164,42.0,Juguetes,Web, GBA ,Tarjeta de débito,12867.92,1,0,8.0,,0,12867.92
PED-11779,2024-05-07,2221,37.0,Electrónica,Marketplace,Otras,tarjeta de crédito,177374.94,2,10,5.0,4.0,0,319274.89
PED-10308,2024-12-15,2397,58.0,belleza,Web,GBA,MercadoPago,12334.5,1,10,1.0,5.0,0,11101.05
PED-10686,2025-04-14,2663,34.0,deportes,App,Otras,Transferencia,28613.45,1,0,1.0,5.0,0,28613.45
PED-11563,2025-05-11,1120,56.0,Indumentaria,Web,,TARJETA DE CRÉDITO,31457.13,1,0,6.0,,0,31457.13
PED-14371,2024-10-25,1736,42.0,Electrónica,Web,gba,TARJETA DE DÉBITO,170509.47,1,0,8.0,5.0,0,170509.47
PED-12055,2024-07-01,1900,44.0,electrónica,App,CABA,Tarjeta de débito,3477533.7285277606,1,0,8.0,4.0,0,241760.24
PED-10645,2024-09-09,2664,40.0, Deportes ,Marketplace,,Transferencia,16375.64,1,0,9.0,4.0,0,16375.64
PED-14513,2024-06-09,1952,22.0,Hogar,Web,CABA,Tarjeta de crédito,59538.38,1,0,7.0,,0,59538.38
PED-12681,2024-06-26,1145,50.0,Juguetes,App,GBA,Tarjeta de débito,7186.53,2,15,8.0,5.0,0,12217.1
PED-10295,2024-07-08,1007,28.0, Indumentaria ,MARKETPLACE,GBA,Tarjeta de crédito,18907.29,1,0,4.0,3.0,0,18907.29
PED-12778,2024-04-20,1935,28.0,Juguetes,Web,CABA,TARJETA DE CRÉDITO,25347.54,1,0,4.0,4.0,1,25347.54
PED-11446,2024-01-28,2313,26.0,Electrónica,App,córdoba, Tarjeta de débito ,128590.55,1,0,3.0,4.0,0,128590.55
PED-11307,2024-01-27,2042,33.0,Indumentaria,APP,Mendoza,Tarjeta de crédito,20577.57,1,0,7.0,,0,20577.57
PED-10258,11/05/2025,1986,41.0,Deportes,WEB,CABA,tarjeta de débito,34293.17,1,15,7.0,5.0,0,29149.19
PED-13594,08/12/2024,1891,59.0,Deportes,App,gba,MercadoPago,22316.3,5,0,6.0,5.0,0,111581.5
PED-14019,2025-01-15,1355,49.0,Electrónica, Web ,Otras,mercadopago,201188.72,1,0,4.0,5.0,0,201188.72
PED-11412,2025-06-15,2021,45.0,Indumentaria,app,CÓRDOBA,Tarjeta de crédito,27205.0,2,0,2.0,,0,54410.0
PED-12446,2024-10-05,1097,39.0,Deportes,App,Mendoza,Tarjeta de débito,30203.07,2,0,5.0,4.0,0,60406.14
PED-13703,2024-04-21,1386,35.0,Indumentaria,app, CABA ,Transferencia,14490.36,2,5,3.0,5.0,0,27531.68
PED-12369,24/03/2025,1768,23.0,hogar,App,Córdoba,Tarjeta de débito,31635.72,2,0,7.0,,0,63271.44
PED-11034,2024-04-17,1569,31.0,Hogar,Web, Otras ,Efectivo,51994.83,2,0,5.0,4.0,0,103989.66
PED-12700,2024-10-20,1392,42.0,Hogar,WEB,GBA,Efectivo,61939.28,2,0,1.0,5.0,0,123878.56
PED-14408,2024-01-07,2224,43.0,indumentaria,WEB,GBA,Tarjeta de crédito,33369.7,1,0,3.0,5.0,1,33369.7
PED-14677,2024-12-17,1212,46.0,Deportes,,CABA,Transferencia,66805.5,1,0,1.0,4.0,0,66805.5
PED-10554,2024-03-25,2196,,Electrónica,Web,GBA,tarjeta de débito,181201.21,2,15,3.0,5.0,0,308042.06
PED-14700,2024-12-08,2287,35.0,Deportes,App,GBA,MercadoPago,31876.1,4,25,2.0,,0,95628.3
PED-11881,2025-03-10,2351,44.0,Deportes,WEB,CABA,MercadoPago,21180.19,1,10,7.0,3.0,0,19062.17
PED-13948,2024-01-05,1755,25.0,Belleza,App,CÓRDOBA,TARJETA DE DÉBITO,14101.25,1,10,4.0,5.0,0,12691.12
PED-12944,2024-01-17,1066,24.0,Indumentaria,Marketplace,Mendoza,Efectivo,27809.06,1,0,1.0,5.0,0,27809.06
PED-13380,2024-05-20,1761,49.0,Deportes,App,CABA,TARJETA DE CRÉDITO,36166.23,3,0,5.0,5.0,0,108498.69
PED-14719,2024-12-09,1645,18.0,Indumentaria,App,córdoba,Tarjeta de crédito,31553.42,1,0,8.0,3.0,0,31553.42
PED-13519,2024-07-22,1608,28.0,Hogar,Web,Otras,transferencia,40074.91,2,0,4.0,5.0,0,80149.82
PED-14045,2025-01-05,1062,24.0,Belleza,Web,otras,Tarjeta de crédito,19273.36,1,0,6.0,5.0,0,19273.36
PED-10108,2024-08-28,1859,53.0,Indumentaria,Marketplace,GBA,TARJETA DE DÉBITO,17304.37,1,0,1.0,1.0,0,17304.37
PED-10476,2024-12-13,1341,31.0,Hogar,Marketplace,Córdoba,Tarjeta de crédito,36338.68,1,10,3.0,4.0,0,32704.81
PED-12658,2024-08-02,2127,34.0,Juguetes,App,GBA,Tarjeta de crédito,14678.88,1,5,5.0,5.0,0,13944.94
PED-11144,2024-11-25,2572,38.0,INDUMENTARIA,MARKETPLACE,GBA,MercadoPago,15240.43,1,0,2.0,5.0,0,15240.43
PED-10058,2025-02-05,2610,58.0,Deportes,Web,Córdoba,MercadoPago,43614.04,1,0,3.0,5.0,0,43614.04
PED-10590,2024-06-14,1340,45.0,Electrónica,web,Otras,efectivo,203446.51,1,0,3.0,4.0,0,203446.51
PED-12062,2024-06-09,1089,24.0,Belleza,Web,Mendoza,MERCADOPAGO,7911.26,1,5,3.0,1.0,1,7515.7
PED-13852,2025-03-25,2595,46.0,Indumentaria,App,gba,transferencia,33070.48,2,0,1.0,4.0,0,66140.96
PED-11150,2025-05-31,1415,47.0, Electrónica ,Web,GBA,Transferencia,185933.12,3,0,2.0,5.0,1,557799.36
PED-12483,2025-04-19,2764,29.0,Juguetes,Web,GBA,MercadoPago,19039.48,1,5,4.0,,0,18087.51
PED-13921,2024-09-02,1897,37.0,Indumentaria, Web ,GBA,Tarjeta de débito,29137.39,1,0,8.0,5.0,0,29137.39
PED-14572,2024-05-15,1456,44.0,Hogar,WEB,GBA,Efectivo,54563.13,1,0,6.0,,0,54563.13
PED-11465,2024-11-08,2660,,Hogar,App,GBA,Tarjeta de crédito,33429.9,1,10,1.0,4.0,0,30086.91
PED-12848,2025-04-05,1303,52.0,Juguetes,Marketplace,GBA,MercadoPago,7207.29,1,20,7.0,5.0,0,5765.83
PED-11950,2024-08-23,1970,,Hogar,Marketplace,CABA,transferencia,46193.75,1,0,3.0,5.0,0,46193.75
PED-13465,04/03/2025,2721,27.0,Belleza,Marketplace,GBA,TRANSFERENCIA,7223.09,1,0,7.0,5.0,0,7223.09
PED-14085,2024-11-11,1091,62.0,JUGUETES,App,CABA,MercadoPago,7946.57,1,5,2.0,3.0,0,7549.24
PED-13689,2024-01-31,1221,51.0,Indumentaria,App,Otras,Tarjeta de crédito,28318.84,1,0,4.0,5.0,0,28318.84
PED-14214,2024-01-16,2636,59.0,Electrónica,App,CABA,Tarjeta de crédito,186547.62,2,5,5.0,3.0,0,354440.48
PED-12368,2024-12-27,2762,56.0, Deportes ,WEB, GBA ,Tarjeta de débito,26139.17,1,0,6.0,5.0,1,26139.17
PED-13932,2024-01-25,1604,44.0,Belleza, Web ,Santa Fe,Efectivo,13232.26,1,5,3.0,5.0,0,12570.65
PED-10287,2024-11-16,1583,,Electrónica,App,mendoza,Tarjeta de débito,222974.67,3,15,4.0,5.0,0,568585.41
PED-14477,2024-09-16,2288,48.0,Indumentaria,Web,CABA,Tarjeta de débito,16953.49,1,0,4.0,3.0,0,16953.49
PED-10593,2025-06-25,2617,53.0,Hogar,App,CABA,MERCADOPAGO,63979.53,1,0,3.0,5.0,1,63979.53
PED-11038,2024-04-11,2663,48.0,Indumentaria,Web,otras,MercadoPago,20098.06,1,0,2.0,2.0,0,20098.06
PED-12064,2024-07-16,2637,38.0,Electrónica,App,CABA,Tarjeta de crédito,196427.16,1,10,4.0,5.0,0,176784.44
PED-13567,2024-07-26,2411,44.0,Electrónica,APP,Santa Fe,MercadoPago,129402.5,1,0,3.0,4.0,0,129402.5
PED-11121,2025-01-10,1133,44.0,Deportes,,Otras,Tarjeta de crédito,5830.29,1,0,3.0,5.0,0,5830.29
PED-14027,2024-05-20,1173,46.0,INDUMENTARIA,web,GBA,Tarjeta de débito,21970.37,1,0,,4.0,0,21970.37
PED-13405,2025-06-24,1070,47.0,deportes,Web,CABA,Tarjeta de débito,43851.55,1,20,9.0,4.0,0,35081.24
PED-12915,2025-03-02,2736,22.0,Deportes,App,CABA,Tarjeta de crédito,30134.19,2,25,4.0,1.0,0,45201.28
PED-13392,20/11/2024,2118,48.0,indumentaria,App,Otras, Tarjeta de crédito ,18977.71,2,0,6.0,4.0,0,37955.42
PED-14389,2024-11-23,2220,64.0,Juguetes,Web,gba,Tarjeta de crédito,7869.68,3,0,5.0,5.0,0,23609.04
PED-14935,2025-03-17,1837,25.0,Indumentaria,Web,Otras,MercadoPago,37410.06,3,20,3.0,4.0,1,89784.14
PED-10435,2024-09-09,1449,47.0,indumentaria,Web,GBA,Tarjeta de crédito,23349.12,1,0,4.0,4.0,0,23349.12
PED-12717,2024-08-05,1078,60.0,JUGUETES,Web,Santa Fe,Transferencia,8686.87,1,0,7.0,5.0,0,8686.87
PED-14726,2025-05-05,2742,49.0,Electrónica,Web,GBA,Transferencia,165605.45,1,10,7.0,5.0,0,149044.91
PED-12888,2025-05-06,2232,53.0,HOGAR,Web,Córdoba,Tarjeta de débito,42752.86,1,0,6.0,2.0,0,42752.86
PED-11275,31/01/2025,2381,46.0,Hogar,App,CABA,Tarjeta de crédito,4562.88,2,0,5.0,4.0,0,9125.76
PED-11158,2024-03-02,1411,36.0,Belleza,App,CABA,Tarjeta de débito,14670.83,1,0,,5.0,1,14670.83
PED-14029,2025-02-01,1138,41.0,indumentaria,Web,,MERCADOPAGO,26086.14,1,25,3.0,5.0,0,19564.6
PED-12019,2024-08-14,1303,51.0,Indumentaria,App,GBA,MercadoPago,31502.89,1,0,5.0,4.0,0,31502.89
PED-11156,2025-05-04,2321,43.0,Hogar,Marketplace,Mendoza,Tarjeta de débito,43946.21,1,0,7.0,5.0,0,43946.21
PED-11809,2024-09-16,1268,40.0,Indumentaria, App ,otras,TARJETA DE CRÉDITO,25646.67,1,0,5.0,2.0,0,25646.67
PED-11095,01/03/2025,1062,45.0,Belleza,App,Otras,Tarjeta de crédito,14839.64,2,10,4.0,5.0,0,26711.35
PED-11855,2024-01-17,1693,23.0,Electrónica,Web,CABA,EFECTIVO,137745.58,2,0,9.0,5.0,0,275491.16
PED-14212,2024-11-11,1566,25.0,electrónica,Web,GBA,Transferencia,217958.48,1,0,,,0,217958.48
PED-13454,2024-05-03,1956,45.0,Juguetes, Web ,CABA,tarjeta de crédito,19255.24,1,0,6.0,5.0,0,19255.24
PED-10088,2025-05-04,1790,30.0,deportes,Web,Córdoba, Efectivo ,46933.59,1,0,5.0,4.0,0,46933.59
PED-11493,2024-08-03,1466,61.0,Deportes,Web,CABA,,23992.35,1,0,6.0,5.0,0,23992.35
PED-13055,2025-02-26,1119,41.0,Hogar,App,Córdoba,,67740.18,1,10,3.0,5.0,0,60966.16
PED-13449,17/02/2025,1623,46.0,BELLEZA,WEB, GBA ,tarjeta de débito,14502.4,1,20,4.0,5.0,0,11601.92
PED-14663,05/11/2024,2632,35.0,Deportes,App,Otras,Tarjeta de crédito,61654.82,2,15,5.0,3.0,0,104813.19
PED-14646,2025-03-15,1175,23.0,JUGUETES,Marketplace,CABA,Transferencia,18560.55,4,5,9.0,3.0,0,70530.09
PED-12755,2024-11-21,1685,49.0,Electrónica,App,CABA,MercadoPago,135959.56,2,20,6.0,2.0,0,217535.3
PED-12959,2025-02-04,1484,35.0,Indumentaria,marketplace,CABA,TRANSFERENCIA,22997.35,2,15,1.0,5.0,1,39095.49
PED-10795,2024-09-10,2654,38.0,Belleza,App,GBA,Tarjeta de crédito,14998.43,2,0,3.0,,0,29996.86
PED-13134,19/02/2024,2411,28.0, Electrónica ,web,Mendoza,Tarjeta de crédito,206704.58,1,0,2.0,3.0,0,206704.58
PED-10817,2024-05-13,1668,51.0,Deportes,,Otras,Tarjeta de débito,22473.67,1,5,12.0,3.0,0,21349.99
PED-11376,2024-03-24,2060,58.0, Electrónica ,App,Otras,Tarjeta de débito,253156.32,1,15,5.0,3.0,0,215182.87
PED-14159,2024-10-19,1999,32.0,DEPORTES,marketplace,Otras,Efectivo,14463.03,1,0,3.0,5.0,0,14463.03
PED-11474,2025-01-01,2191,34.0,electrónica, Web ,GBA,TARJETA DE DÉBITO,226359.42,1,0,3.0,4.0,0,226359.42
PED-11590,2025-02-02,2736,33.0,Hogar,Marketplace,CABA,MercadoPago,60015.34,3,0,6.0,5.0,0,180046.02
PED-12240,2024-08-05,1106,33.0,Belleza,App, Otras ,Efectivo,11299.61,3,0,2.0,5.0,0,33898.83
PED-13389,17/01/2024,2767,,JUGUETES,Web, Santa Fe , MercadoPago ,11826.39,1,0,3.0,3.0,0,11826.39
PED-11460,2024-12-26,1096,37.0,electrónica,Marketplace,Santa Fe,TARJETA DE CRÉDITO,1662910.2144245023,1,0,6.0,5.0,0,115606.52
PED-11054,2025-04-10,1392,41.0,hogar,web,Córdoba,mercadopago,21945.09,1,0,5.0,5.0,0,21945.09
PED-11789,2025-04-11,2446,52.0,deportes,Web,CABA,Tarjeta de crédito,54696.37,2,10,4.0,5.0,0,98453.47
PED-13017,08/12/2024,1759,18.0,Indumentaria,App,MENDOZA,Transferencia,32455.47,72,15,6.0,3.0,0,27587.15
PED-12274,25/07/2024,2794,53.0,Juguetes,Marketplace,Otras,,14287.71,1,5,5.0,,0,13573.32
PED-13205,2024-03-19,2500,38.0,Juguetes,Web,CABA,Tarjeta de crédito,13455.0,2,25,2.0,2.0,0,20182.5
PED-14731,2025-06-11,1722,37.0,Hogar,app,Córdoba,MERCADOPAGO,51665.23,1,0,4.0,5.0,0,51665.23
PED-14432,2024-12-23,1347,28.0,Deportes,Web,CABA,Tarjeta de crédito,22987.15,1,0,7.0,1.0,0,22987.15
PED-11644,2024-08-29,1123,41.0,Deportes,Web,Otras,tarjeta de crédito,51824.57,1,0,8.0,1.0,0,51824.57
PED-10879,2024-12-25,1744,27.0,Belleza,web,gba,MERCADOPAGO,8620.93,1,5,5.0,5.0,0,8189.88
PED-12482,2025-04-23,1538,18.0,Hogar,Web,mendoza,Tarjeta de débito,19597.81,1,0,3.0,1.0,0,19597.81
PED-12664,2025-06-16,1627,55.0,Juguetes,marketplace,CABA,Tarjeta de crédito,15898.52,1,0,5.0,5.0,0,15898.52
PED-14472,2025-02-16,1853,22.0,Hogar, Web ,GBA,TARJETA DE DÉBITO,26481.32,1,0,4.0,3.0,0,26481.32
PED-13865,2024-06-25,1155,20.0,Hogar,App,Mendoza,Transferencia,51890.79,1,5,1.0,5.0,0,49296.25
PED-14058,2025-05-08,1910,25.0,Deportes,Web,caba,tarjeta de crédito,45383.11,1,10,6.0,,0,40844.8
PED-12297,2024-03-13,2093,26.0,Hogar,,GBA,Tarjeta de crédito,48007.79,1,0,8.0,2.0,0,48007.79
PED-11314,2024-06-01,2590,42.0,hogar,App,CABA,Tarjeta de débito,40077.81,1,15,5.0,3.0,0,34066.14
PED-13985,09/06/2025,1128,19.0,JUGUETES,App,Córdoba,Tarjeta de débito,23555.49,1,0,2.0,3.0,0,23555.49
PED-11422,2024-07-04,1283,59.0,Electrónica,Web,Santa Fe,Efectivo,182417.27,3,0,1.0,4.0,0,547251.81
PED-14679,2025-05-05,2214,60.0,Belleza,Marketplace,CABA,MercadoPago,5901.75,2,0,3.0,4.0,0,11803.5
